"idno","typesamp","interva","telnum","agea_1","gendera1","type","access","physa","littera","vandaa","psu","prob","vote","prtvtbgb","prtclbgb","prtdgcl","ctzcntr","ctzshipc","brncntr","cntbrthc","cgtsmke","cgtsday","alcfreq","alcwkdy","alcwknd","hhmmb","gndr","agea","eisced","pdwrk","edctn","uempla","uempli","rtrd","wrkctra","hinctnta","region","alcohol_day"
100001203,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone and locked gate/door","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001204,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001205,"Address","No interview for other reason",NA,"40 to 59","Male","Multi-unit house, flat","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001206,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001208,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001210,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001211,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001212,"Address","No interview for other reason",NA,"40 to 59","Female","Single unit: Terraced house","Yes, entry phone and locked gate/door","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001213,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001214,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001216,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001217,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001218,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone and locked gate/door","Satisfactory","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001220,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001221,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Semi-detached house","No, neither of these","Very bad","Large amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001222,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001224,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001226,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001227,"Address","No interview for other reason",NA,NA,NA,"Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001228,"Address","No interview for other reason",NA,NA,NA,NA,"No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001229,"Address","No interview for other reason",NA,NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001231,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001233,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001235,"Address","No interview for other reason",NA,NA,NA,"Single unit: Semi-detached house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001236,"Address","No interview for other reason",NA,NA,NA,"Only housing unit in building with other purpose","Yes, entry phone and locked gate/door","Very bad","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001238,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001244,"Address","No interview for other reason",NA,NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001245,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001246,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Semi-detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001247,"Address","No interview for other reason",NA,"40 to 59","Female","Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001249,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001251,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001254,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001256,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001257,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001258,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Terraced house","No, neither of these","Good","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001260,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001261,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001263,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001264,"Address","No interview for other reason",NA,NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001265,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001266,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001268,"Address","No interview for other reason",NA,"60 or over","Male","Multi-unit house, flat","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001269,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001270,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001272,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Terraced house","No, neither of these","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001276,"Address","No interview for other reason",NA,"60 or over","Male","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001278,"Address","No interview for other reason",NA,"20 to 39","Male","Multi-unit house, flat","Yes, entry phone and locked gate/door","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001280,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001281,"Address","No interview for other reason",NA,NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001282,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001283,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001284,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001286,"Address","No interview for other reason",NA,NA,NA,"Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001287,"Address","No interview for other reason",NA,NA,NA,"Single unit: Semi-detached house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001289,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001290,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001291,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001292,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Detached house","Yes, entry phone and locked gate/door","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001294,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Semi-detached house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001296,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001302,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001305,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone","Bad","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001306,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Very bad","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001308,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001309,"Address","No interview for other reason",NA,"40 to 59","Male","Other","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001312,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Bad","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001313,"Address","No interview for other reason",NA,"Don't know, never saw R, no selected R","Female","Multi-unit house, flat","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001314,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Semi-detached house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001315,"Address","No interview for other reason",NA,"40 to 59","Female","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001317,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001320,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001321,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Semi-detached house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001324,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001326,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Terraced house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001327,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001328,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001329,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001330,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001331,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001332,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Terraced house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001333,"Address","No interview for other reason",NA,"20 to 39","Male","Multi-unit house, flat","Yes, entry phone and locked gate/door","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001334,"Address","No interview for other reason",NA,"40 to 59","Female","Multi-unit house, flat","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001335,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001336,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001337,"Address","No interview for other reason",NA,NA,NA,"Single unit: Detached house","No, neither of these","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001338,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Detached house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001343,"Address","No interview for other reason",NA,NA,NA,"Single unit: Semi-detached house","No, neither of these","Bad","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001344,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001345,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001346,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Semi-detached house","No, neither of these","Bad","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
